conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/034c29fa-c3ba-45ea-b8f3-bf8e3705e386,Erlang,released,knowledge,sector-specific,Erlang programming language,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Erlang.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,computer programming | software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03a74eee-2dc6-4147-8667-5cdeb65f122d,manage ICT data classification,released,skill/competence,sector-specific,lead ICT data classification responsabilities | organise ICT data classification responsibilities,Oversee the classification system an organisation uses to organise its data. Assign an owner to each data concept or bulk of concepts and determine the value of each item of data.,http://data.europa.eu/esco/skill/4d85b881-e490-4b4c-897a-2faa4ef53956 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"manage ICT data architecture | managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339,information structure,released,knowledge,sector-specific,data structuring methods | types of data infrastructure | data infrastructure,"The type of infrastructure which defines the format of data: semi-structured, unstructured and structured.",http://data.europa.eu/esco/isced-f/0612,database and network design and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04473991-161d-46db-8684-0d5ed6cb6c66,manage temporary ICT networks for live performance,released,skill/competence,occupation-specific,manage DMX for performing art | manage RDM for performing art | manage MIDI for performing art | coordinate live performance technology | manage Timecode control signals for performing art,"Manage the set-up of networks for distribution of control signals for performing art and event applications. Coordinates with the different users. Defines and sets-up the equipment, cables, connections and devices. Configures, tests and monitors equipment and performance of the network. Control signals include for example DMX, RDM, MIDI, Timecode, tracking and positioning data, but also audio, video and positioning signals.",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,setting up computer systems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,keep up with digital transformation of industrial processes,released,skill/competence,sector-specific,keep up with digital transformation of industry | follow digital transformation of industry | keep pace with digital transformation of industrial processes | follow digital transformation of industrial processes | keep up to date with digital transformation of industrial processes,Keep up to date with digital innovations applicable to industrial processes. Integrate these transformations in the company's processes aiming for competitive and profitable business models.,http://data.europa.eu/esco/skill/e2a5e046-3357-493e-bbdc-8d0ef82005cc,monitoring developments in area of expertise
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04cf164c-d07d-49cf-a1b3-84bdbd79b5cb,set up office equipment,released,skill/competence,occupation-specific,supply office equipment | furnish office equipment | set up equipment for offices | setting up office equipment,"Connect office equipment, such as modems, scanners and printers, to the electricity network and perform electrical bonding to avoid dangerous potential differences. Test the installation for proper functioning. Monitor settings and prepare the appliance for usage.",http://data.europa.eu/esco/skill/906211b3-afed-4a2b-b5e1-33f2885fee85,performing general clerical and administrative tasks
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS language,released,knowledge,sector-specific,SAS coding | SAS algorithms | SAS testing | SAS algorithm | SAS programming language | SAS principles for software development | SAS techniques for software development,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in SAS language.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/skill/ad59afe4-6f8a-4bc4-acfd-0f228277508a | http://data.europa.eu/esco/isced-f/0613,computer programming | statistical analysis system software | software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,use an application-specific interface,released,skill/competence,sector-specific,use an interface specific to the application | using an interface specific to the application | application-specific interface using | operate an interface specific to the application | using an application-specific interface | application-specific interface operating | operating an interface specific to the application | operating an application-specific interface | operate an application-specific interface,Understand and use interfaces particular to an application or use case.,http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,working with computers
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,design electrical systems,released,skill/competence,cross-sector,draw electrical systems | designing electrical systems | drawing electrical systems | electrical system drawing | electrical systems drawing | electrical systems designing | electrical system designing,"Draft sketches and design electrical systems, products, and components using Computer Aided Design (CAD) software and equipment. Draw panel arrangement layouts, electrical schematics, electrical wiring diagrams, and other assembly details.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designing electrical or electronic systems or equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/054f26ab-cfdc-4077-883c-1c4c9e9b310a,define firewall rules,released,skill/competence,sector-specific,specify access control policies | set firewall rules,Specify rules to govern a set of components aiming to limit access between groups of networks or a particular network and the internet.,http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,protecting ict devices
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/055ff233-6569-43db-9f95-a4b03dca97da,operate warehouse record systems,released,skill/competence,sector-specific,maintain records of products and order information using warehouse system | record product information using warehouse systems | utilise warehouse record systems | use warehouse record systems | use record systems in warehouses | log information with warehouse record system | utilise record systems in warehouses | record information using warehouse systems | operate record systems in warehouses,"Operate systems for recording product, packaging, and order information in specific formats and types of record.",http://data.europa.eu/esco/skill/7afb5a64-e574-421a-bb3a-7a7bc108d2a5 | http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,perform warehousing operations | maintaining operational records
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05b70efb-6b80-4f04-9a25-67cd317daf37,CryEngine,released,knowledge,sector-specific,CRYENGINE,"The game engine CryEngine which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games.",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,digital game creation systems | audio-visual techniques and media production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/061f1c12-9811-46f7-ab3e-1d28367d6c73,use CAD for soles,released,skill/competence,sector-specific,use CAD for sole designing | use CAD for soles and heels | use computer-aided design for soles | employ computer-aided design for soles and heels | use CAD for sole and heels designing | use computer-aided design for soles and heels | employ CAD for soles and heels | employ CAD for sole and heels designing | employ computer-aided design for soles | employ CAD for sole designing,"Digitise and scan the lasts. Work with files in various CAD systems. Produce 3D models of soles and create 2D computer aided designs. Grade and obtain the size series. Prepare technical specifications for manufacturing. Produce 2D and 3D computer aided engineering designs and technical drawings of moulds for vulcanised and injected soles. Export the files of the virtual models to 3D printers, CAM or CNC systems.",http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1 | http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,use CAD software | using computer aided design and drawing tools
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0620ecd1-e4b1-4dfa-972b-38a93e5ebd9d,create 3D environments,released,skill/competence,sector-specific,build 3D environments | generate 3D environments | develop 3D representation | design 3D environments | develop 3D environments,"Develop a computer-generated 3D representation of a setting such as simulated environment, where the users interact.",http://data.europa.eu/esco/skill/f5b33464-4df9-4cf3-b468-b0a2d6b3ee85 | http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"operate 3D computer graphics software | designing industrial materials, systems or products"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/062320e5-79d1-45e8-8b7e-5deeb53279a2,perform online data analysis,released,skill/competence,cross-sector,implement online data analysis | undertake online data analysis | performing online data analysis | perform an online data analysis | performing an online data analysis | complete online data analysis,"Analyse online experiences and online data for purposes of understanding user behaviour, triggers of online attention, and other factors that could optimise webpage development and exposure.",http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"perform data analysis | process qualitative information | managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06358891-8424-43c5-891e-d40f226bef40,manage IT security compliances,released,skill/competence,sector-specific,oversee IT security compliance | ensure compliance with information security regulations,"Guide application and fulfilment of relevant industry standards, best practices and legal requirements for information security.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06f33d6a-f7a7-4a2b-baa5-8c3c53bd1a9c,keywords in digital content,released,knowledge,sector-specific,metadata tagging,The digital tools to conduct keyword research. The information retrieval systems identify the content of a document guided by keywords and metadata.,http://data.europa.eu/esco/isced-f/0611,computer use
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/071233c4-ad2b-4f50-b79f-768d2231163e,domain name service,released,knowledge,sector-specific,DNS | DNS server,Naming database which maps internet domain names to Internet Protocol (IP) addresses. The Domain Name System allows internet users to utilise names such as website titles instead of remembering numeric IP addresses used by computers to locate a concrete website.,http://data.europa.eu/esco/isced-f/0612,database and network design and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/071a4197-06b3-4226-b9a1-efd15913280a,model medical devices,released,skill/competence,sector-specific,simulate medical devices | medical device modelling | medical device simulating | modelling medical devices | simulating medical devices | medical devices modelling | medical devices simulating,Model and simulate medical devices using technical design software.,http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,using computer aided design and drawing tools
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0737ad0a-75ac-4696-988b-565820577ac0,use experience map,released,skill/competence,sector-specific,examine touchpoints with a brand | determine the duration of a touchpoint | examine touchpoints with a service | determine the frequency of a touchpoint | examine touchpoints with a product,"Examine all the interactions and touchpoints people have with a product, brand or service. Determine key variables such as duration and frequency of every touchpoint.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0764b28d-04ee-4e80-bf58-b737f02a63e0,captioning software,released,knowledge,occupation-specific,captioning program | caption software | captioning plugin,"The various software to create captions and subtitles in a file that is merged with the actual footage, such as Telestream and MovieCaptioners.",http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07884056-a07a-40b7-bba3-1ceed61f529c,blockchain signature schemes,released,knowledge,sector-specific,signature schemes for blockchain | digital signature schemes,"Essential digital signature schemes include the RSA scheme, the El-Gamal scheme, Hash functions, Birthday Attacks, the Digital Signature Standard.",http://data.europa.eu/esco/isced-f/0612,database and network design and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07889c08-7220-47c8-96f7-6068fbea00dc,normalise data,released,skill/competence,sector-specific,prepare data | normalize data | perform data pre-processing,"Reduce data to their accurate core form (normal forms) in order to achieve such results as minimisation of dependency, elimination of redundancy, increase of consistency.",http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"establish data processes | managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07dd856d-6141-48a7-a228-918f88494812,create prototype of user experience solutions,released,skill/competence,sector-specific,UX,"Design and prepare mock-ups, prototypes and flows in order to test User Experience (UX) solutions or to collect feedback from users, customers, partners or stakeholders.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,managing information
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e47d58-dd0e-4302-9e68-70a188e89065,apply system organisational policies,released,skill/competence,cross-sector,adhere to organisational system guidelines | enforce organisational system policies | implement system regulations,"Implement internal policies related to the development, internal and external usage of technological systems, such as software systems, network systems and telecommunications systems, in order to achieve a set of goals and targets regarding the efficient operations and growth of an organisation.",http://data.europa.eu/esco/skill/72d1fa5d-1b7f-48e7-84e3-6e779841ddf1 | http://data.europa.eu/esco/skill/0a43729f-2a79-4dae-9faa-95520daae79f | http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf,demonstrate loyalty | apply company policies | complying with operational procedures
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328,propose ICT solutions to business problems,released,skill/competence,cross-sector,propose technical solutions to business problems,"Suggest how to solve business issues, using ICT means, so that business processes are improved.",http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800 | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce | http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,solve technical problems | develop strategy to solve problems | designing ict systems or applications | create solutions to problems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e6bc9f-9c98-44ae-a7a3-5266caa393e1,calculate costs of repair operations,released,skill/competence,sector-specific,calculating costs of repair operations | calculate the costs of repair operations | tally costs of repair operations | forecast costs of repair operations | count costs of repair operations | calculate the cost of repair operations | measure costs of repair operations,Calculate material and labour costs of repair operations. Understand appropriate computer programmes.,http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/cfbde1b6-8e47-4b83-b430-3d5f7f38d69a | http://data.europa.eu/esco/skill/b917784a-d7c9-437c-be6e-0de41067fa62,carry out calculations | assess operating cost | estimating resource needs
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07ebc888-0f3f-46e7-99d2-a7c7ebd7ffe3,property management software,released,knowledge,sector-specific,PMS | real estate management software | property operations software,"The features and functioning of a software that enables the management of daily operations in real estate and accommodation businesses, to optimise resources and processes such as booking reservations, room rates, revenue data analytics or billing.",http://data.europa.eu/esco/isced-f/1013,"hotel, restaurants and catering"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08236fee-c405-4f30-8858-f10d7d5c94b7,operate media integration systems,released,skill/competence,occupation-specific,manage multimedia integration systems for performing art | operate media integration systems during rehearsals | operate media integration systems for performing art | operate media integration systems during live performances | manage multimedia integration systems,"Operate a media integration system for performing art and event applications during setup, configuration, rehearsals and during live performances.",http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,operating audio-visual equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0823ccef-813f-4f22-afef-ac0d68615e8f,computer simulation,released,knowledge,cross-sector,simulation software ANSYS | computer-based simulation,"A programme run on a computer that represents dynamic responses of a system to explore a mathematical model behaviour, using a model of a real system, composed of mathematical equations.",http://data.europa.eu/esco/isced-f/0611,computer use
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/085bfce5-70fe-43da-9499-307725e89bbc,WizIQ,released,knowledge,sector-specific,WizIQ program | WizIQ e-learning platform | WizIQ programme,"The computer program WizIQ is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,learning management systems | database and network design and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0868eef3-2213-4572-9343-74931345a7d3,administer ICT system,released,skill/competence,sector-specific,administer system | operate system | administer network and system,"Handle components of ICT system by maintaining configuration, managing users, monitoring resource use, performing backups and installing hardware or software to comply with the set requirements.",http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5 | http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,maintain ICT system | setting up computer systems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08a3dcea-12de-447b-a3a5-aa657abc5e97,execute social engineering tests,released,skill/competence,sector-specific,perform social engineering tests | execute social engineering attacks | test social engineering | perform social engineering attacks | test social engineering attacks,"Perform simulated social engineering attacks to identify vulnerabilities in an organization's security posture. Social engineering tests may involve phishing emails, pretexting, or other forms of manipulation used by attackers to obtain sensitive information or unauthorized access to systems.",http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,monitoring safety or security
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08b04e53-ed25-41a2-9f90-0b9cd939ba3d,manage research data,released,skill/competence,cross-sector,oversee scientific data | handle research data | administer research data,Produce and analyse scientific data originating from qualitative and quantitative research methods. Store and maintain the data in research databases. Support the re-use of scientific data and be familiar with open data management principles.,http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,managing information
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/094ef6aa-844f-44ce-8456-fdc49276bf58,digital printing,released,knowledge,sector-specific,plotter | electronic printing | digital printings,"The technique that allows printing a digital-based image directly onto a variety of materials, mostly using inkjet or laser printer.",http://data.europa.eu/esco/isced-f/0211,audio-visual techniques and media production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09cf2c34-6f93-4a19-a9f1-c0d866414bcc,Cain and Abel (penetration testing tool),released,knowledge,sector-specific,Cain and Abel penetration testing software | Cain and Abel password recovery tool | Cain and Abel | Cain and Abel software for penetration testing | Cain and Abel penetration testing tool,"The software tool Cain and Abel is a password recovery tool which tests the Microsoft Operating System for security weaknesses and potentially unauthorised access to system information. The tool decodes, decrypts and uncovers passwords by means such as brute-force and cryptanalysis attacks, network sniffing and protocols analysis.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,software and applications development and analysis | penetration testing tool
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575,systems development life-cycle,released,knowledge,cross-sector,application development life-cycle,"The sequence of steps, such as planning, creating, testing and deploying and the models for the development and life-cycle management of a system.",http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f4c52b-ac72-4f0e-a8ae-78bb1d7bffba,transportation software related to an ERP system,released,knowledge,cross-sector,transportation software related to an ERP programme | transportation software relating to ERP systems | transportation software relating to an ERP system | transportation software related to ERP systems | transportation software related to ERP operations | transportation software related to an ERP data | transportation software related to ERP administration,"Business management software to collect, manage and interpret data related to shipping, payment, inventory, manufacturing applied in transportation and distribution.",http://data.europa.eu/esco/isced-f/0413,management and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a0532c2-ee60-4410-8e07-70e4d69370ec,operate automated process control,released,skill/competence,cross-sector,perform automated process control | execute automated process control | conduct automated process control | operate an automated process control | undertake automated process control | operate automated process controls,Operate process control or automation system (PAS) used to control a production process automatically.,http://data.europa.eu/esco/skill/bf4196e4-839c-4f5f-b13b-eeed07ede160,operating precision industrial equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a099c81-6a0c-4f00-bb3b-990d23ec03a5,manage ICT change request process,released,skill/competence,sector-specific,oversee ICT change request process | coordinate ICT change request process | specify the need for ICT change requests | govern ICT change request process | handle ICT change request process,"Specify the incentive for an ICT change request, stating which adjustment in the system needs to be accomplished and execute or supervise the execution of it.",http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,directing operational activities
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a30e5a8-60a8-4fda-9f89-8e9cee38da5a,use interface description language,released,skill/competence,occupation-specific,utilise specification language,Utilise specification language for describing interface connection among software components or programs in a programming-language-independent way. The languages which support this method are among others CORBA and WSDL.,http://data.europa.eu/esco/skill/f6868852-9bf6-4899-a5d6-5f9532fb877d | http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968 | http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,design component interfaces | design application interfaces | programming computer systems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a52bed5-fd29-45fb-aba6-e32bccfda1c1,plan migration to cloud,released,skill/competence,sector-specific,prepare plan for migration to cloud | cloud migration planning | plan refactoring,"Select existing workloads and processes for potential migration to the cloud and choose migration tools. Determine a new cloud architecture for an existing solution, plan a strategy for migrating existing workloads to the cloud.",http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755 | http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,manage changes in ICT system | working with computers
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a776a56-6ec1-4790-84b3-46d0be706806,use radar navigation,released,skill/competence,sector-specific,navigate using radar navigation | use radar navigation equipment | ensure vessel safety through radar navigation | navigate using radar navigation equipment | employ radar navigation | operate radar navigation equipment | utilise radar navigation equipment | utilise radar navigation,Operate modern radar navigation equipment to ensure safe vessel operations.,http://data.europa.eu/esco/skill/c6c37f68-190e-4482-905c-93007a64ed61 | http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,operate radar equipment | operating communications equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a856d55-23b5-4bdc-ad24-3eb5bc83d81f,implement route planning in smart mobility services,released,skill/competence,sector-specific,calculate journeys | recommend journeys | use route planning software,"Use specialised search engines such as route planners or journey planners to suggest optimised travel itineraries based of different criteria such as means of transport, departure and arrival time, location, duration of the journey.",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,using digital tools for collaboration and productivity
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a9acb6b-1139-4be9-b431-3a80a959f2f4,Agile project management,released,knowledge,sector-specific,Agile management software,"The agile project management approach is a methodology for planning, managing and overseeing of ICT resources in order to meet specific goals and using project management ICT tools.",http://data.europa.eu/esco/isced-f/0413 | http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,management and administration | ICT project management methodologies
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0aabcae7-71de-456e-8e38-d9e40a4e0272,modern power signalling systems,released,knowledge,sector-specific,power signalling systems used in modern railway infrastructure | power signalling systems used in rail infrastructure | modern signalling systems used in railway infrastructure | power signalling systems used in rail operations | signalling systems used in modern railway infrastructure | railway power signalling systems | modern rail power signalling systems | modern power signalling systems used in rail operations | railroad power signalling systems | rail power signalling systems | modern railway power signalling systems,The modern signalling systems and the application of digital technologies to improve the functioning of signalling equipment.,http://data.europa.eu/esco/isced-f/1041,transport services
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ab03c6c-281b-48f4-83e0-10eeb27a1bae,network management system tools,released,knowledge,sector-specific,network management system components,"The software or hardware tools which enable monitoring, analysis and supervision of individual network components or network parts within a larger network system.",http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523 | http://data.europa.eu/esco/isced-f/0612,ICT infrastructure | database and network design and administration
